Full Address,Business Name,Years in Business,Phone,City,State,Zip,Population of Zip Code
"2929 E Camelback Rd Phoenix, AZ",Dash of Fab Med Spa,TBD,6023611209,Phoenix,AZ,85016,36857
"1480 E Bethany Home Rd Phoenix, AZ",Altogether You Medical Spa,TBD,6024432288,Phoenix,AZ,85014,26215
"3200 E Camelback Rd Phoenix, AZ",Ageless Anatomy Medical Spa,TBD,4809253963,Phoenix,AZ,85018,38268
"4340 E Indian School Rd Ste 21 PMB #420 Phoenix, AZ",Fuel IV Therapy,2,4802109456,Phoenix,AZ,85018,38268
"1530 W Glendale Ave #106 Phoenix, AZ",Innova MedSpa,11,6029731774,Phoenix,AZ,85021,40026
"1243 E Northern Ave Phoenix, AZ",Pegasus Foot Spa,TBD,6025954281,Phoenix,AZ,85020,33934
"9327 N 3rd St Ste 202 Phoenix, AZ",Mendelson Med Spa,33,6029444626,Phoenix,AZ,85020,33934
"12600 Cantrell Rd Ste 100 Little Rock, AR","Suzanne Yee, MD",23,5012241044,Little Rock,AR,72223,25706
"9421 W Markham St Ste B Little Rock, AR",Painted Rock Health and Wellness,6,5016588557,Little Rock,AR,72205,22275
"623 Beechwood St Little Rock, AR",Beyond Wellness Hillcrest,TBD,5014767171,Little Rock,AR,72205,22275
"8315 Cantrell Rd Little Rock, AR",Doctors MedSpa,TBD,5012221400,Little Rock,AR,72227,11800
"400 W Capitol Ave Little Rock, AR",Arkansas Anti Aging,24,5012243223,Little Rock,AR,72201,721
"6834 Cantrell Rd Suite 1962 Little Rock, AR",Aleah Royal PLLC,3,8772925324,Little Rock,AR,72207,10735
"10310 W Markham St Little Rock, AR",Sei Bella Med Spa,11,5012282240,Little Rock,AR,72205,22275
"10700 N Rodney Parham Rd Ste C-1A Little Rock, AR",Pine And River Aesthetics - Little Rock,TBD,5018306220,Little Rock,AR,72212,13400
"14524 Cantrell Rd Ste 130 Little Rock, AR","Nirvana Med Spa â?? Little Rock, AR",TBD,5013828400,Little Rock,AR,72223,25706
"16900 Chenal Pkwy Suite 140 Little Rock, AR",Body Sculpture of Little Rock,11,5015031772,Little Rock,AR,72223,25706
"212 N McKinley St Little Rock, AR",Touchpointe Centre,TBD,5016604220,Little Rock,AR,72205,22275
"14524 Cantrell Rd Little Rock, AR",Indulgence Day Spa,21,5018688345,Little Rock,AR,72223,25706
"300 River Market Ave Little Rock, AR",Physique Spa,16,5013798179,Little Rock,AR,72201,721
"8214 Cantrell Rd Little Rock, AR",Studio 2121,16,5012191086,Little Rock,AR,72227,11800
"400 N Bowman Rd Ste 19 Little Rock, AR",Little Rock Day Spa and Lash Bar,10,5019607426,Little Rock,AR,72211,22836
"11825 Hinson Rd Little Rock, AR",Skinstar Laser Med Spa,19,5012249700,Little Rock,AR,72212,13400
"400 W Capitol Ave., Suite #1321 Little Rock AR, 72201 Little Rock, AR",Arkansas Center for Anti-Aging & Aesthetics,18,5012243223,Little Rock,AR,72201,721
"1400 Main Street Little Rock, AR",ART OF BEAUTY MED SPA,13,5019169730,Little Rock,AR,72202,9648
"500 S University Ave Little Rock, AR","Lasercare Skin Clinic: Bruce Sanderson, MD",TBD,5012051022,Little Rock,AR,72205,22275
"11220 Executive Center Dr Ste 201 Little Rock, AR",The Skin Retreat,13,5014928970,Little Rock,AR,72211,22836
"11324 Arcade Dr Little Rock, AR",Cosmetic & Pampering Salon Spa,15,5012463784,Little Rock,AR,72212,13400
"14309 Cantrell Rd Little Rock, AR","Crook, Vicky",TBD,5015882950,Little Rock,AR,72223,25706
"3724 John F Kennedy Blvd North Little Rock, AR",Lateeda Salon & Spa,TBD,5017910707,North Little Rock,AR,72116,21090
"10808 Maumelle Blvd North Little Rock, AR",Silk Aesthetics,8,5013197970,North Little Rock,AR,72113,25648
"308 Smokey Ln North Little Rock, AR",Ark Laser & Skin Care,32,5017710445,North Little Rock,AR,72117,14339
"9000 Commerce Cv North Little Rock, AR",Rock City Complete Fitness,TBD,5012467168,North Little Rock,AR,72113,25648
"3301 Main St Bryant, AR",The Skin Bar & Med Spa,TBD,5013036000,Bryant,AR,72022,18350
"24005 Arch Street Pike 15 C Hensley, AR",Necee Aesthetics & Wellness Spa,TBD,5016287456,Hensley,AR,72065,5796
"2700 N Prickett Rd Bryant, AR",Flawless Med Spa,TBD,5012155313,Bryant,AR,72022,18350
"655 Dave Ward Dr #103 Conway, AR",Noydeen Beauty,TBD,5012094040,Conway,AR,72034,49420
"11950 San Vicente Blvd Los Angeles, CA",L A Spa Esthetique,TBD,3104473838,Los Angeles,CA,90049,36735
"4646 Los Feliz Blvd Los Angeles, CA",Los Feliz Bliss,19,3236640186,Los Angeles,CA,90027,46049
"4376 S Western Ave Los Angeles, CA",Syl Williams Nails & Spa,TBD,3234216161,Los Angeles,CA,90062,32110
"1101 S Vermont Ave Los Angeles, CA",Hugh Spa,TBD,2133651268,Los Angeles,CA,90006,55192
"8622 S Sepulveda Blvd Los Angeles, CA",Blue Diamond Spa and Skin Care,20,3105772211,Los Angeles,CA,90045,42352
"125 S San Pedro St Los Angeles, CA",Ou Beauty Medical Spa,15,2136171682,Los Angeles,CA,90012,37463
"420 E 3rd St Los Angeles, CA",Irradiance Medical Group Dermatology,TBD,2132183908,Los Angeles,CA,90013,14891
"746 N Broadway Los Angeles, CA",Merry Spa,TBD,2136876980,Los Angeles,CA,90012,37463
"108 E 11th St Los Angeles, CA",Urban Energy Rejuvenation Clinic,TBD,2134934345,Los Angeles,CA,90015,25257
"1100 S Hope St # 101 Los Angeles, CA",MedbeautyLA,7,2136404008,Los Angeles,CA,90015,25257
"2226 E Cesar E Chavez Ave Los Angeles, CA",Her Med Spa,TBD,2132677197,Los Angeles,CA,90033,46540
"3000 W Olympic Blvd Los Angeles, CA",Dermaster Medical Aesthetic Clinic,13,2138148410,Los Angeles,CA,90006,55192
"308 N Oxford Ave Los Angeles, CA",Beverly Hot Springs Spa,TBD,3237347000,Los Angeles,CA,90004,58844
"7472 Melrose Ave Los Angeles, CA",Vivant Aesthetics,TBD,3233105195,Los Angeles,CA,90046,48905
"5901 W Olympic Blvd Ste 200B Los Angeles, CA",Optima Medical Spa,42,3235498008,Los Angeles,CA,90036,38784
"8012 1/2 Melrose Ave Los Angeles, CA",Enessa Wellness Spa,TBD,8884363772,Los Angeles,CA,90046,48905
"3535 Cahuenga Blvd W Los Angeles, CA",Destinations Medical Spa Los Angeles,TBD,3237477392,Los Angeles,CA,90068,21569
"2154 Westwood Blvd Los Angeles, CA",Skinbiotic Med Spa,TBD,4242483553,Los Angeles,CA,90025,45238
"11040 Santa Monica Blvd Ste 370 Los Angeles, CA",Skin Specifics,TBD,3104810058,Los Angeles,CA,90025,45238
"1051 Glendon Ave Ste 112 Los Angeles, CA",Mirror Mirror Med Spa,TBD,3109099747,Los Angeles,CA,90024,50830
"701 Stone Canyon Rd Los Angeles, CA",Hotel Bel-Air Spa,15,3109091681,Los Angeles,CA,90077,8158
"11677 San Vicente Blvd ste 301 Los Angeles, CA",California Wellness Institute,14,3104428268,Los Angeles,CA,90049,36735
"11762 San Vicente Blvd Los Angeles, CA",Hydration Room,TBD,4249001107,Los Angeles,CA,90049,36735
"16661 Ventura Blvd Los Angeles, CA",Pure Derm,9,8183876332,Los Angeles,CA,91436,16424
"22829 Ventura Blvd  Woodland Hills Los Angeles, CA",Island Foot Spa,TBD,8182221388,Los Angeles,CA,91364,28662
"444 S Flower St Los Angeles, CA",Equinox Downtown LA,35,2133303999,Los Angeles,CA,90071,304
"620 S Union Ave Los Angeles, CA",Spa Palace La,TBD,2136370000,Los Angeles,CA,90017,28981
"2875 W 7th St Los Angeles, CA",Invu Medical Spa Inc,TBD,7608805777,Los Angeles,CA,90005,38747
"2999 W 6th St Los Angeles, CA",Grand Spa,TBD,2133808889,Los Angeles,CA,90020,38361
"501 S Cherry St Ste 900 Denver, CO",Rejuvenate Medspa,TBD,7205007190,Denver,CO,80246,13028
"3400 E Bayaud Ave Denver, CO",7 E Fit Spa,16,3038626859,Denver,CO,80209,26794
"9251 E Peakview Ave  Greenwood Village Denver, CO",Lavender Medical & Beauty Spa,TBD,3037711222,Denver,CO,80111,31817
"180 Clayton Ln Denver, CO",Ovme,TBD,7207846863,Denver,CO,80206,24555
"4500 E Cherry Creek South Dr Ste 550 Denver, CO",ReDerm MD Medical Spa,TBD,7205506476,Denver,CO,80246,13028
"321 17th St Denver, CO",The Spa at The Brown Palace,134,3033128940,Denver,CO,80202,18233
"671 E 19th Ave Denver, CO",Vesper Gray Med Spa,10,7206822269,Denver,CO,80203,22355
"3004 N Downing St Denver, CO",Oakwell Beer Spa,TBD,7208101484,Denver,CO,80205,33856
"2700 E 2nd Ave Denver, CO",Skin By Char,TBD,7205079233,Denver,CO,80206,24555
"3501 Wazee St Ste 106 Denver, CO",Lash and Company Med Spa - Rino,TBD,7209168320,Denver,CO,80216,16610
"486 S Broadway Denver, CO",Skintonomy Medical Spa,TBD,7209337005,Denver,CO,80209,26794
"2128 W 32nd Ave Denver, CO",Restor Medical Spa,TBD,7205248429,Denver,CO,80211,37441
"1204 W 38th Ave Denver, CO",Beautiful Skin Denver,TBD,3033090665,Denver,CO,80211,37441
"250 Steele St Ste 214 Denver, CO",Raw Rituale Med Spa,8,3039033863,Denver,CO,80206,24555
"2435 W 44th Ave Denver, CO",Rocksalt Spa,14,3039550061,Denver,CO,80211,37441
"1525 Raleigh St # 300 Denver, CO",Cheeky Denver,TBD,7205150720,Denver,CO,80204,35518
"500 S Cherry St Denver, CO",Sanctuary Day Spa,TBD,3033883735,Denver,CO,80246,13028
"1660 S Albion St Denver, CO",LUY Medical Aesthetics,TBD,7208778998,Denver,CO,80222,23298
"200 Quebec St Denver, CO",VIO Med Spa,TBD,7209024846,Denver,CO,80230,10811
"7465 E 1st Ave Ste C Denver, CO",Pura Vida Massage,7,7203941927,Denver,CO,80230,10811
"2696 S Colorado Blvd Ste 110 Denver, CO",EVEXIAS Medical Denver,TBD,7207905536,Denver,CO,80222,23298
"1660 S Albion St 1025 D Denver, CO",Rebel Skin Esthetics and Med Spa,TBD,3039572888,Denver,CO,80222,23298
"5353 W Dartmouth Ave Ste 400-7 Denver, CO",Radiance Aesthetics & Wellness,TBD,3038685436,Denver,CO,80227,34946
"3333 S Tamarac Dr Denver, CO",Glam Clinic,TBD,7203197871,Denver,CO,80231,35297
"10101 E Hampden Ave Ste 100 Denver, CO",Garden Massage Spa,TBD,7203252636,Denver,CO,80231,35297
"6981 E Belleview Ave Denver, CO",Restorative Injectables,TBD,3033509065,Denver,CO,80237,22764
"12201 Pecos St Ste 100 Denver, CO","Embodyment- CoolSculpting, LPG Endermologie, Red Light and More",TBD,7205954619,Denver,CO,80234,29573
"1441 York St Denver, CO",Izba Spa,21,3033211239,Denver,CO,80206,24555
"2721 E 3rd Ave Denver, CO",Hydrate IV Bar Cherry Creek,TBD,3032483281,Denver,CO,80206,24555
"2871 N Speer Blvd Denver, CO",Glitzy Medical Spa,TBD,3039814485,Denver,CO,80211,37441
"7 Berkeley Dr Hartford, CT",Bella's Aesthetic Beauty Bar,TBD,4136405547,Hartford,CT,6112,21918
"192 Park Rd West Hartford, CT",Body & Sole Day Spa,28,8602337226,West Hartford,CT,6119,15011
"100 Retreat Ave Ste 603 Hartford, CT",Refreshed Medical Aesthetics,TBD,8603680899,Hartford,CT,6106,37809
"86 Park Rd West Hartford, CT",A Touch of Bliss,TBD,8607127313,West Hartford,CT,6119,15011
"777 Farmington Ave Ste 2 West Hartford, CT",Nurturing Hands,TBD,8605700268,West Hartford,CT,6119,15011
"202 Park Rd West Hartford, CT",BareSkin Laser,91,8605191313,West Hartford,CT,6119,15011
"224 Park Rd West Hartford, CT",Heal-Thy-Body,18,8602164931,West Hartford,CT,6119,15011
"7 N Main St West Hartford, CT",Face It,11,8602069552,West Hartford,CT,6107,20423
"65 Raymond Rd West Hartford, CT",Greenwich Medical Spa at West Hartford,TBD,8602068191,West Hartford,CT,6107,20423
"945 Farmington Ave West Hartford, CT",Ignite Med Spa & Wellness,TBD,8602311004,West Hartford,CT,6107,20423
"146 Main St Ste 2 Wethersfield, CT",Magnolia Med Spa,TBD,8606049769,Wethersfield,CT,6109,27180
"836 Farmington Ave Ste 101B West Hartford, CT",Laser55,TBD,8602646759,West Hartford,CT,6119,15011
"901 Farmington Ave Ste 100 West Hartford, CT",Zenicure Aesthetics,TBD,8604718030,West Hartford,CT,6119,15011
"345 N Main St Ste 105 West Hartford, CT",Restore Hyper Wellness,11,8609454300,West Hartford,CT,6117,15863
"356 Park Rd West Hartford, CT",Victorian Day Spa,26,8602326782,West Hartford,CT,6119,15011
"61 Raymond Rd Ste 10 West Hartford, CT",FemCare Medspa,TBD,8609704302,West Hartford,CT,6107,20423
"2437 Albany Ave West Hartford, CT",Melange Aesthetics,TBD,8609375972,West Hartford,CT,6117,15863
"300 Hebron Ave Ste 101 Glastonbury, CT","Harold E. Beam, MD",37,8602666502,Glastonbury,CT,6033,29311
"140 Glastonbury Blvd Ste 24 Glastonbury, CT",Greenwich Medical Spa at Glastonbury,TBD,8609686797,Glastonbury,CT,6033,29311
"35 Jolley Dr Bloomfield, CT",Refresh MedSpa,TBD,8609010481,Bloomfield,CT,6002,21547
"2790 Main St Glastonbury, CT","Touch of Glamour Med Spa: Botox, Lip Fillers, Weight Loss Injections Ct",TBD,8606338161,Glastonbury,CT,6033,29311
"100 Sycamore St Ste 1 Glastonbury, CT",Blush Med Spa,TBD,8604304387,Glastonbury,CT,6033,29311
"216 Hemlock Ave Ste 103 South Windsor, CT",Zenicure Medical,TBD,8604718030,South Windsor,CT,6074,26820
"51 E Main St Avon, CT",Ethos Medical Aesthetics & Wellness,TBD,9595997014,Avon,CT,6001,19157
"119 Spruce St Manchester, CT",BellÃ­sima by Nai,TBD,8609389190,Manchester,CT,6040,36171
"3045 Main St Glastonbury, CT",Hot Stone Spa,9,8606335557,Glastonbury,CT,6033,29311
"49 E Cedar St Newington, CT",Delsoul Spa,9,8604364330,Newington,CT,6111,30551
"5 Oakland Rd South Windsor, CT",SKIN Medical + Wellness,TBD,8603289982,South Windsor,CT,6074,26820
"300 Hebron Ave Glastonbury, CT",Dr. Beam's Cosmetic Surgery Center and MedSpa,TBD,8602666502,Glastonbury,CT,6033,29311
"1203 N Lincoln St Wilmington, DE",Via Medical Day Spa,TBD,3027572830,Wilmington,DE,19806,9934
"3102 N Monroe St Wilmington, DE",BodyMagic By T,TBD,3022568104,Wilmington,DE,19802,25670
"2060 Limestone Rd Ste 205 Wilmington, DE",Lavish Wellness & Aesthetics,TBD,3026043448,Wilmington,DE,19808,38334
"1308 Delaware Ave Wilmington, DE",Delaware Medical Spa,TBD,3026551548,Wilmington,DE,19806,9934
"5700 Kirkwood Hwy Wilmington, DE",Bijin,TBD,3027774040,Wilmington,DE,19808,38334
"1301 Milltown Rd Wilmington, DE",Advanced Skin Care Center & Med Spa,25,3029947331,Wilmington,DE,19808,38334
"4001 Kennett Pike Suite 234 Wilmington, DE","J. Joseph Danyo, MD",TBD,3028880508,Wilmington,DE,19807,7763
"Avenue North Blvd Wilmington, DE",Unveil Aesthetics,TBD,3026792980,Wilmington,DE,19803,21971
"4453 Concord Pike Wilmington, DE",Waxing the City,1,3023847543,Wilmington,DE,19803,21971
"5905 Kennett Pike Wilmington, DE",Bijin â€¢ Laser + Skin Care Center,21,3027774040,Wilmington,DE,19807,7763
"1110 N Bancroft Pkwy Wilmington, DE",1110 On The Parkway Medi Spa,TBD,3025761110,Wilmington,DE,19805,40315
"3901 Concord Pike Wilmington, DE",Magnifaskin Medspa,TBD,3025051000,Wilmington,DE,19803,21971
"1808 Newport Gap Pike Wilmington, DE",Julias Hair Boutique,21,3029945768,Wilmington,DE,19808,38334
"5011 Diana Dr Wilmington, DE",Mary Kay Cosmetics,TBD,3022666663,Wilmington,DE,19808,38334
"Route 100 And Kirk Rd Montchanin, DE",The Spa at Montchanin Village,TBD,3028884205,Montchanin,DE,19710,0
"537 Stanton Christiana Rd Newark, DE",Premier Spa & Laser Center,TBD,3026334772,Newark,DE,19713,30549
"2111 Graves Rd Hockessin, DE",Modern Essentials Med Spa,TBD,3024426367,Hockessin,DE,19707,17366
"875 Aaa Blvd Ste B-2 Newark, DE",First State Aesthetics,9,3025108500,Newark,DE,19713,30549
"408 Christiana Mall Newark, DE",Aveda,48,3024520504,Newark,DE,19702,56049
"940 E Baltimore Pike Kennett Square, PA",Brandywine Med Spa,78,6104445630,Kennett Square,PA,19348,23435
"328 Kennett Pike Ste 102 Chadds Ford, PA",Jennifer’s Spa,TBD,3027406363,Chadds Ford,PA,19317,10844
"48 Omega Dr Bldg H Newark, DE",Charmed Medispa,11,3022732827,Newark,DE,19713,30549
"7 W Main St Christiana, DE",RUSH Beauty & Wellness Medi Spa,TBD,8447717874,Christiana,DE,19702,56049
"1102 Baltimore Pike Ste 111 Glen Mills, PA",Ohlala Moroccan Spa,TBD,6103614472,Glen Mills,PA,19342,20654
"56 Omega Dr Newark, DE",Care Esthetics Delaware,TBD,3022839898,Newark,DE,19713,30549
"774 Christiana Rd Newark, DE","Nouveau Medispa, Laser & Hair",18,3023551123,Newark,DE,19713,30549
"100 Ridge Rd Chadds Ford, PA",Contoured,8,6107879154,Chadds Ford,PA,19317,10844
"15703 SW 56th St Miami, FL",Animal Medical Center & Spa,TBD,3052227387,Miami,FL,33185,29124
"941 Brickell Ave Miami, FL",Trini Salon & Spa,13,7862207796,Miami,FL,33131,23289
"2310 S Dixie Hwy 2nd Floor Miami, FL",4 Beauty Aesthetics Institute for Plastic Surgery: Dr. Constantino Mendieta,26,3058600717,Miami,FL,33133,34651
"75 SE 6th St Miami, FL",Nailhouse of Brickell,13,3059214084,Miami,FL,33131,23289
"18851 NE 29th Ave Ste 306 Miami, FL","Aventura Plastic Surgery - Richard Galitz, MD, FACS",39,3059740505,Miami,FL,33180,32745
"2170 SW 21st Ter Miami, FL",PRECISE TOUCH by Ana,27,3058159108,Miami,FL,33145,29454
"6085 Bird Rd Miami, FL",Biobell Oriental Medspa,22,3056663233,Miami,FL,33155,43133
"14707 S Dixie Hwy Ste 403 Miami, FL",Lyf Aesthetics,3,3056142088,Miami,FL,33176,52190
"777 Brickell Ave Ste 101 Miami, FL",Avalon Medical Spa,11,3059182007,Miami,FL,33131,23289
"515 SW 17th Ave Miami, FL",Symmetrik MD,TBD,3052091289,Miami,FL,33135,35053
"1442 NE Miami Pl Miami, FL",Miami Drip Med Spa,TBD,3056080135,Miami,FL,33132,18244
"30 NW 34th St Ste 111 Miami, FL",Xhale Spa & Glow,TBD,3053479873,Miami,FL,33127,27585
"888 Biscayne Blvd Miami, FL",Nuyou Medical Aesthetics,TBD,3052040659,Miami,FL,33132,18244
"3401 N Miami Ave, Suite 218 Miami, FL",Crystal Clinic Health & Wellness Center,TBD,8182676639,Miami,FL,33127,27585
"551 Nw 46th Street Miami, FL",PNX Body,TBD,7864513725,Miami,FL,33127,27585
"2121 Biscayne Blvd # 1387 Miami, FL",AgeRejuvenation - Miami,TBD,7869809916,Miami,FL,33137,27300
"3250 NE 1st Ave Apt 504 Miami, FL",Arviv Medical Aesthetics Miami,16,3053409002,Miami,FL,33137,27300
"2409 Biscayne Blvd Miami, FL",Yodi Threading Spa,TBD,3052005777,Miami,FL,33137,27300
"350 NE 24th St Miami, FL",Vikara Esthetics,TBD,7869493223,Miami,FL,33137,27300
"829 SW 1st Ave Ste 130 Miami, FL",Nofiltermedspa,TBD,3056192651,Miami,FL,33130,32363
"701 S Miami Ave Unit 311A Miami, FL",Solea Brickell Spa & IV Lounge,TBD,7864184515,Miami,FL,33130,32363
"2915 Biscayne Blvd Miami, FL",A1Body Concierge,TBD,3055049117,Miami,FL,33137,27300
"701 S Miami Ave   S. W. 7th St.  Suite 253b Miami, FL",Caudalie Spa,TBD,7868717919,Miami,FL,33130,32363
"1771 Coral Way Miami, FL",DNAge Medical,TBD,3059123633,Miami,FL,33145,29454
"1313 Coral Way Miami, FL",Sister Spa,TBD,7869538368,Miami,FL,33145,29454
"4100 NE 2nd Ave Miami, FL",Aviva Medical Spa,TBD,3055462186,Miami,FL,33137,27300
"1300 S Miami Ave Miami, FL",Ciel Spa at SLS Brickell,TBD,3052391300,Miami,FL,33130,32363
"3121 Coral Way Miami, FL",Leros Aesthetic Med Spa,TBD,7866159263,Miami,FL,33145,29454
"1395 Brickell Ave Miami, FL",Conrad Miami,22,3055036533,Miami,FL,33131,23289
"1402 Ponce De Leon Miami, FL",Royal VIP Spa Miami,4,3058335293,Miami,FL,33134,36937
"2727 Paces Ferry Road Southeast, Suite 750 Atlanta, GA",California Spas,TBD,7707692724,Atlanta,GA,30339,34872
"3011 Piedmont Rd NE Atlanta, GA",Dr. Cathy MD,TBD,7706326093,Atlanta,GA,30305,27420
"3338 Peachtree Rd NE Atlanta, GA",Buckhead Grand Spa,22,4048164511,Atlanta,GA,30326,8497
"4520 Olde Perimeter Way Ste 200 Atlanta, GA",Spa Sydell Integrative Aesthetics,TBD,4042557727,Atlanta,GA,30346,4935
"220 Sandy Springs Cir Atlanta, GA",Kai - The Medical Spa,21,4042500882,Atlanta,GA,30328,38821
"2250 Marietta Blvd NW Ste 207 Atlanta, GA",Flawless Imperfections Med Spa,TBD,6784906010,Atlanta,GA,30318,58651
"4684 Roswell Rd Ste A1 Atlanta, GA",LUX Med Spa,11,4044651234,Atlanta,GA,30342,33774
"303 Peachtree Center Ave NE Ste AL-112 Atlanta, GA",Rejuvenate Spas,TBD,4048001592,Atlanta,GA,30303,6474
"245 N Highland Ave NE 1st Fl Atlanta, GA",Southern Surgical Arts - Atlanta,TBD,8889885682,Atlanta,GA,30307,21680
"537 Ponce De Leon Ave NE Ste B Atlanta, GA",Ponce Feet Spa,TBD,7705681930,Atlanta,GA,30308,23329
"985 Monroe Dr NE Atlanta, GA",Icebox Cryotherapy Midtown,TBD,6784126956,Atlanta,GA,30308,23329
"1230 Peachtree St Atlanta, GA",Leau Medical Spa,TBD,6787828311,Atlanta,GA,30309,30413
"145 15th St NE Ste 103 Atlanta, GA",AYA Medical Spa Colony Square - Midtown,TBD,4709686035,Atlanta,GA,30309,30413
"1320 Ellsworth Industrial Blvd NW Ste A Atlanta, GA",Glo'Up Body Spa,TBD,6788269737,Atlanta,GA,30318,58651
"1845 Piedmont Ave NE Atlanta, GA",BareMer Spa,TBD,8312102611,Atlanta,GA,30324,28602
"365 Peachtree Hills Ave NE Ste 202 Atlanta, GA",Abraza Skin Studio,TBD,6787885562,Atlanta,GA,30305,27420
"1711 Washington Rd Suite A Atlanta, GA",Soulace Med Spa,9,4047029168,Atlanta,GA,30344,35486
"371 E Paces Ferry Rd NE Atlanta, GA",AYA Medical Spa Buckhead,TBD,4046003381,Atlanta,GA,30305,27420
"3216 Paces Ferry Pl NW Atlanta, GA",Formed Body Sculpting Studio,TBD,4705794925,Atlanta,GA,30305,27420
"3872 Roswell Rd NE Atlanta, GA",Icebox Cryotherapy Buckhead,TBD,4048907066,Atlanta,GA,30342,33774
"3872 Roswell Rd NE Ste D4 Atlanta, GA",SkynBar,TBD,4703055850,Atlanta,GA,30342,33774
"4186 Buford Hwy NE Ste J Atlanta, GA",Cherry Massage,TBD,6783896658,Atlanta,GA,30345,24576
"1 Galleria Pkwy Se 1e 4 Atlanta, GA",RejuveGlow,TBD,4704199001,Atlanta,GA,30339,34872
"2955 Cobb Pkwy SE Atlanta, GA",Tru Contours,TBD,4703309889,Atlanta,GA,30339,34872
"5505 Peachtree Dunwoody Rd #630 Atlanta, GA",Ellemes Medical Spa,14,4702226581,Atlanta,GA,30342,33774
"5555 Peachtree Dunwoody Rd Atlanta, GA",Keller Aesthetic Specialists,TBD,4044933916,Atlanta,GA,30342,33774
"201 Allen Rd Atlanta, GA",Charette Cosmetics Medical Spa-Atlanta,TBD,4705233687,Atlanta,GA,30328,38821
"290 Carpenter Drive NE #130 Atlanta, GA",Derma Laser Spas,TBD,6785828990,Atlanta,GA,30328,38821
"1867 Independence Sq Ste 105 Atlanta, GA",Vianka Aesthetic Med Spa & Body Sculpting,TBD,4705145659,Atlanta,GA,30338,39042
"1720 Peachtree St NW Atlanta, GA",Majestic Medical Touch Spa,TBD,4045396713,Atlanta,GA,30309,30413
"1708 Nuuanu Avenue, Suite 2 Honolulu, HI",Ageless Sculpting and Wellness,TBD,8086003101,Honolulu,HI,96817,55213
"1177 Queen St Honolulu, HI",Thrive Med Spa & Wellness,TBD,8085235483,Honolulu,HI,96814,23739
"1540 Makaloa St Honolulu, HI",Honu Spa,18,8089492022,Honolulu,HI,96814,23739
"411 Hobron Ln Honolulu, HI",Tyra Spa,15,8087223929,Honolulu,HI,96815,27146
"1910 Ala Moana Blvd Ste 2A Honolulu, HI",Blue Sky Thai Massage & Spa,TBD,8084287670,Honolulu,HI,96815,27146
